,ProductId,Score,Time,Text
27,B001LXYA5Q,5,1240012800,"A friend referred me to these and told me that they were ""freaking awesome."" I decided to give them ago and surprisingly they work extremely well.  I found that the taste of them, while they are dissolving on your tongue is a bit horrid, but nothing I couldn't tolerate.<br /><br />After it dissolved me and some friends decided to test it.  We cut up some lemons and limes and decided to see if these really worked and to our amazement they really did.  The lemons tasted like a 'lemon drop' candy, and the limes were very refreshing.  We then expanded our horizons and started trying other things to see what it was like. We found some other foods to be excellent, and others not so much.  All in all it's very fun.<br /><br />They are, however, quite expensive. The effects on me lasted roughly 1-1.5 hours.  So as a novelty, hurray for these."
28,B001LXYA5Q,4,1258502400,"This is a neat product, and it does what it says it does.  However, if you decide to have a party where you invite guests to partake of handfuls of raw cranberries, lemons juice, tabasco sauce, beer, mustard, and a variety of other items which are sour, the miracle berry can do nothing at all to augment the considerable effect this will have on their bowels."
29,B001LXYA5Q,5,1347148800,"I ordered these after hearing about them from some friends. I was very skeptical if it would even really work noticeably and was even more skeptical about the ""pill form"". But WOW! They really do work! It makes anything bitter or sour taste instantly sweet. I tried a few things and could definitely tell they were sweeter. But the most noticeable was the lemon. I really didn't even want to try it at first but i was told i had to. It tasted like the sweetest and most flavorful lemonade ever. Seriously, it was like candy all of the sudden. I almost couldn't believe it. When a few friends were over i gave them a pill each and we all of the sudden lemons were the best thing ever lol!"
30,B001LXYA5Q,5,1345161600,"I purchased this for my mother who is currently undergoing some powerful chemotherapy. During her first chemo, she hated everything because everything tasted like metal and it was short of pulling teeth to get her to eat something. She called me and asked me to order her this because an oncology nurse that she is friends with suggested it. During her second chemo she ate all her normal foods and actually enjoyed it making the entire process of eating during chemo a small miracle. We were so happy that she was eating because of this that we ordered more immediately!"
31,B001LXYA5Q,4,1329696000,Effects with some foods are more remarkable than others. I found balsamic vinegar tasting fairly like wine to be one of the most remarkable.
32,B001LXYA5Q,5,1327449600,I got these tablets to try them out to see if they really worked and to my suprise they do and they made lemons taste amazing. Most of the other items on the list did not taste much better to me but I am still trying some out.
33,B001LXYA5Q,4,1327363200,"After reading most of the reviews, I was expecting the tablet to taste gross.  It does not.  It's not yummy, but it does have a slight (tart?) flavor to it.<br /><br />My first taste was of a strawberry.  It was way too sweet for me.  Almost tasted like I had put tons of sugar on the strawberry, or even sugar substitute.  Next I tried a blackberry, blueberry, pomegranate seed....they were sweeter, but I wasn't blown away by how ""good"" they tasted, just surprised at how my taste buds have changed.  Next up, a lemon!  Everyone has been right about the lemon, it tastes like lemonade!  I ate half of a lemon before I decided it was too sweet for me.  I put pomegranate flavored Greek yogurt over the fruit I just mentioned, and had a bite.  TOO SWEET for me!  Next up, some fermented spicy daikon (ever hear of ""Dave's Gourmet Korean food""?  Everything is fermented in vinegar and it is DELICIOUS!).  The vinegar taste was gone, but the spiciness remained.  Interesting.  I actually like the regular flavor, unaltered, so I won't be having that again.  Oh, I also tried chocolate flavored coconut water--yuck!  There was a chocolate CHALKY taste to it.  It has now been 30 minutes and I just tried the other half of the lemon.  It still tastes sweet to me.  And then I had a sip of veggie broth (from ""Dave's Korean"") which is the only thing that has changed in a way that was pleasing to my taste buds.<br /><br />I'm giving the mberry four stars because it DOES do what it claims, it's just not my preferred way of tasting things."
34,B001LXYA5Q,5,1325808000,Make sure you salivate a lot and don't swallow for best results. They'll typically last a few hours. They're a big hit for guests. You can even get by with half after you've had one or two. Doesn't work too well on liquors but most sour and acidic foods there is a very noticeable effect.
35,B001LXYA5Q,5,1296518400,"Chewed a few of these and ate cheese, hot sauce and a bunch of citrus. Pretty neat stuff. If it was less expensive I could see this benefiting those who'd like to cut down on their sugar but still enjoy fruits."
36,B001LXYA5Q,4,1290816000,"It works, that's what matters. People have to nit-pick every little thing. Maybe it doesn't last forever, but it's not meant to.<br /><br />My experience - melted it on my tongue and ate some foods I couldn't normally eat. This means it worked, and real good. HIGHLY RECOMMENDED: strawberries!!! Willing to buy these again just for eating strawberries. Limes are tasty too."
37,B001LXYA5Q,5,1255305600,"I took these over to a friends house and tried them with amazing results. After sucking on the pill and letting it dissolve for a few minutes, it really did make everything sour, taste sweet. We tried lemons, limes, even sour candy. The weird thing is, they didn't affect the taste of sweet things, like oranges. These are great for a dinner party."
38,B001LXYA5Q,4,1244073600,"Before I bought this product I read several reviews saying that this stuff was amazing, that it made everything super sweet. So I thought I would try it out, and it is pretty cool, but not worth the outrageous price. About one minute after I sucked the tab I tried eating numerous things like limes, lemons, and oranges, just to name a few. It did make everything that's sour sweet. Not to the point of ""oh my god, it's amazing"" but it did work. So to sum this up, this stuff was good for a one time deal, but after doing it a few times it lost it's appeal."
39,B001LXYA5Q,4,1239753600,"The tablets do work but from I read in the description that half a tablet would work- it does, but you have to make sure your whole tongue and mouth had decent contact with the tablet piece.  The tablet dissolves quite fast in your mouth so 1/2 tablet may be too little.<br /><br />I tried again using 1 tablet and had good results- then tried with 2 and had slightly better results.  The effect was pretty good.  Lemons are still a bit sour to eat raw but its not that bad.  Grapefruit is particularly awesome with this tablet.  Limes were in between- still a little sour but tasted quite nice.  Overall I could still not eat too much lemon or lime and the acid content of both got me worried about stomaching too much."
40,B001LXYA5Q,5,1349827200,"this is a great product. i gave a few tablets away to family and friends and they all loved it. it made anything with citric acid sweet,and even made some fruits sweeter. its a real experience for the palet."
41,B001LXYA5Q,5,1347667200,"This tablets were really fun to try out. My parents, my siblings, and my friends all loved them and were so confused on how well they worked. Do not drink store bought orange juice though! It was sickly sweet because of the sugar added and the acid in it! My favorite was fresh pineapple and sucking on limes. (Limes were sweeter for me than the lemons)"
42,B001LXYA5Q,5,1341446400,"This product makes me want to buy a Miracle Fruit tree so I can have these awesome berries all the time.<br /><br />The biggest changes my husband and I noticed were in eating fruits & other berries. Store-bought strawberries, blueberries, raspberries, blackberries, oranges, and green apples tasted like they were just picked off the plant/bush/tree at the height of ripeness. It was like being a kid again and biting into my first :)<br /><br />I didn't notice any change at all with anything bitter. Beers and coffees and teas tasted about the same. Spicy things like hot sauce tasted kind of gross. Savory things like noodles and meat got a slight hint of sweetness, but nothing THAT noticeable. Sweet things like candy and cake were made to be way too sweet to be palatable.<br /><br />Definitely make sure you get the tablet to slide all over your tongue, and don't chew -- leave it on your tongue until it dissolves.<br /><br />If you're a fan of sweet, succulent fruit, but can't get fresh produce from farmer's markets, do yourself a favor and try these. It's worth the price for the fun, at the very least :)"
43,B001LXYA5Q,5,1337990400,"First things first, these actually work. I tried tons of different foods and they all tasted a lot better. If you haven't tried these already, it's a must. It is definitely a great experience"
44,B001LXYA5Q,5,1335744000,"Heard about these and simply had to check them out. Ordered a package and invited a few friends over after a huge shopping trip for an evening of ""flavor tripping."" That is exactly what it was, the tablets themself have an odd taste (not the best) but for two hours afterward everything we ate was completely different from anything I've had before. Lemons, kiwi, strawberries, cheese, mustard, cranberry juice, OJ, and a lot more. IT all was completely different and was like experiencing these foods for the first time. Everything was sweet and tasted (with few exclusions) much better. I ended up eating whole lemons by the end because they were my favorite.<br /><br />These really are amazing and I would recommend them to anyone who likes food."
45,B001LXYA5Q,5,1335225600,"Had fun with my family with the mberries, they absolutely worked for all 5 of us and it was a blast! Definitely worth a try!"
46,B001LXYA5Q,5,1334966400,It really did help my father is a cancer patient and. Didnt want to eat because the taste was no good.well the miracle berry gave him a good taste again
47,B001LXYA5Q,4,1330473600,Very interesting. The tablet itself doesnt taste that great but it melts pretty fast. The best stuff we found to try it with was apple and any citrus. It really sweetens the fruit. Its kinda crazy. It was fun.
48,B001LXYA5Q,5,1326326400,"I just bought the mberry with slight concerns that it will not work. All those concerns went away when I tried it. It was a tingly feeling at first where ever it was on the tongue. I didn't notice anything. First thing i tried was a grape. I mean this was the most delicious grape I had ever tasted. I started try all the fruits and sodas i could. Amazing. People don't realize that you should use it on fruits and things with acidity. It is supposed to make them sweeter. Although it did make one of my cookies sweeter it wasn't nearly as dramatic as when I ate a lime. It tasted like lime-ade. I wouldn't suggest eating a bunch of lemons because this only affects your tongue. Not your stomach. When you buy these you run the risk that it won't work, but it probably will. Very pleased."
49,B001LXYA5Q,4,1323302400,"fun to try.  really, they're just an amazing way to eat lemons.  you can basically squeese lemons in water and it tastes delicious.<br /><br />I can't tell the difference between brands.  seem pretty much the same to me...<br /><br />they make a fun gift.  don't buy them for a mind bending experience, they're not drugs; they're a sort of food sweetener."
50,B001LXYA5Q,5,1320364800,The effect was just as described and worked for about 20-30 minutes. I'd recommend trying it if you're interested. You won't be disappointed.
51,B001LXYA5Q,5,1308700800,Fun! Changes taste of so many things! Try it! We almost drank a whole bottle of lemon juice after using this fruit that's how well it works!
52,B001LXYA5Q,5,1294704000,"I really enjoyed this, tried it with my family and my dad was so skeptical at first but when he took a bit into the lemon he was flabbergasted! The look on his face was priceless. Best for groups of friends unless you experiment alone but the more the merrier! Wish it came with more berries per the price which is a bit steep for tablets and not the real berries which are hard to come by. People said it lasts only a couple minutes but for me it was a decent 15 minutes or more. Obviously the lemons with juice and other fruits will make it end quicker since there are liquids washing it out. Just have everything prepared and on the table before you take it!"
53,B001LXYA5Q,4,1288828800,"I was researching the miracle berry protein miraculin for a research proposal, so I decided to give these tablets a try. The effect was immediate, and lasted approximately 20 min for me and my coworkers. Everyone was completely in love with the lemons, and those who normally enjoy the flavor of lime went nuts over them as well. For some the effect was actually too sweet, and they gave up after a few foods. Other foods/beverages tested were blackberries and raspberries (lost their tartness), red wine vinegar (sweet on the tongue, but not so great in the throat) and Corona (loses bitterness and is sweet if you squeeze some lime into it). It certainly is not cost effective as a diet aid, but it's a great parlor trick to share when you are entertaining."
54,B001LXYA5Q,4,1288656000,It works and lasts for a few minutes to make sours sweet.  Its trippy.
55,B001LXYA5Q,5,1285372800,"For a real tast treat, you have to try these. Sour foods taste sugary sweet. Apples, strawberries and oranges will taste like the most delicious fruit you've ever had. This makes for a fun party activity where guests will marvel over the ""wonderful vinegar"" and ""candy-like limes""."
56,B001LXYA5Q,2,1277078400,"Maybe the miracle fruit does not work for everyone. It had very little effect when I used it. I started with a clear pallet, let the pill dissolve on my tongue etc. Then I tried the classic first, a lime. I noticed, barely, that it was not quite as pucker inducing as it may have been without the mberry but just slightly. And it did not add any ""sweet"". It just inhibited a hint of sour. Other foods like vinegar, vinegar chips, Guinness, strawberries, cheese, etc. Many recommended fruits and foods have very little impact. And after just a few minutes, I could notice any change.<br /><br />So, either, some people just don't have the same level of effect or much of the miracle berry effects are group dynamics and heightened suggestibility. Either way, they were a let down."
57,B001LXYA5Q,3,1263254400,"These tablets did work, but were not nearly as effective as I had expected.  I set up an entire spread of foods, cheeses, fruits, vegetables, liquids etc to try and when my friends and I allowed the tablets to dissolve, they only worked on a couple things and only for a very short period of time (maybe 5-10 min?)"
58,B001LXYA5Q,4,1262736000,"We found these tablets to be pretty fun! I suggest dissolving a full tablet in your mouth, not cutting it in half as others suggested. And definitely be sure to move the tablet around your ENTIRE tongue...I missed the back of my tongue when dissolving the tablet so whenever I'd swallow I'd get a hint of the real flavor.<br /><br />However, it was definitely neat to see how the tablet changes your taste!! We tried lemons, limes, grapefruit, buffalo wing flavored potato chips, sour patch kids, warhead sour spray, dill pickles, oranges, whiskey, and wine. I found the ruby red grapefruit to be absolutely AMAZING. The dill pickles tasted so much like sweet pickles, I had to double check the jar to make sure they weren't! Pinot grigio was particularly delicious, as the tablet cut through the sour-ness turning it super sweet!!<br /><br />Oranges were okay, just tasted a little sweeter than normal. The lemons were still a bit sour but I found myself eating 4 slices of them, which I don't think I could have done without the tablets! I swear, the ruby red grapefruit was by far the best, in my opinion.<br /><br />We found that the more sour a food, the more drastic an effect. I definitely recommend trying these tablets with a full fridge so you can experience all types of foods! I'd say some grapefruit, lemons, and dill pickles are a must to try with these.<br /><br />They're great to try with friends, as the novelty wears off after one or two tries. As long as there are new people around though, it's fun to see other reactions to the tablets. Definitely recommend!!"
59,B001LXYA5Q,5,1254355200,"I took one of these tablets, and the results were instantaneous. I drank some pure lemon juice, and it tasted like  very sweet lemonade. My Sister then tried it and spat it out immediately. I then tried a lime, which was delicious, and some cheese. I do not usually like cheese, but i after eating a little bit i was amazed at how wonderful it tasted with the tablets. I highly recommend this product, beacuse it will amaze you the moment you start tasting."
60,B001LXYA5Q,5,1232323200,"At first i did not think they would work, but i bought them after reading the scientific view of them and then decided to buy them just to see. After i got them i had to try something sour just to see, so i took a half tablet and put some lemon juice on my tung. Amazingly they worked!!! This is an awesome product for anyone who likes wired things or just has a liking of chemistry. :)"
61,B001LXYA5Q,1,1282262400,These tablets hardly work in comparison with the actual berries. If you want flavor tripping then buy a box of the Synsepalum dulcificum berries or grow your own plant instead of wasting money on the pill/tablets. In my opinion.
62,B001LXYA5Q,4,1233532800,I tried two lemons after dissolving two tablets in my mouth.  It tasted just like lemonade.  One thing.  The package recommends 1 tablet.  That didn't work for me.  If you are a tad overweight two is better.
63,B001LXYA5Q,5,1322611200,"I seen this product on Dr. Oz and I just had to try this out to see if it works. Yes, it works and I can eat and drink lemon juice three times a day.<br />It is a miracle pill. :)"
64,B001LXYA5Q,4,1349222400,"I used the tablets and it made lime and lemon sweeter. It wasn't as sweet as all the other reviews claimed. The lemon tasted like a sort of ripe orange. I let my grandma try it, but she said it didn't work for her."
65,B001LXYA5Q,4,1343606400,"As other reviewers have pointed out, the effects vary from person to person. Each tablet seemed to last up to a half hour (longer for my sister)and while it did make things noticeably sweeter, the initial taste of something was identical, and it slowly got sweeter after the first half a second. Oh, and sour/bitter drinks like Monster took on a sickly sweet syrupy flavor that may leave you feeling a bit ill after. Don't try Apple cider vinegar, it tastes fine if a bit odd on your tongue, but as soon as it hits your throat the flavor and fumes were overpoweringly awful."
66,B001LXYA5Q,3,1335916800,"They do make sour stuff sweet for a bit, but sometimes it gives it an odd flavor... great novelty item."
67,B001LXYA5Q,5,1329004800,"I've had this a few times before and it is amazing. Last time I had it a half pill was one dose so I thought this was a bit cheaper than it turned out to be but it's still great and well worth it at $2 per dose. I like that it also came with some recommended foods to try. Lemons and limes are by far the best, beer is pretty cool too."
68,B001LXYA5Q,5,1328659200,The mberry tablets worked great.  We tried a lot of the suggested pairings and most of them had some sort of fun taste after eating the tablets.
69,B001LXYA5Q,5,1326758400,"I was curious and decided to buy this product because of it (and despite the price).  It worked and is SERIOUSLY cool.  I followed the directions by putting a whole tablet on my tongue and letting it completely dissolved.  Sliced up a lemon and very warily put it in my mouth just to find that it tasted like a sweet lemonade.  There was only a slight tinge of sour.  I would have happily KEPT eating lemons, as they were delicious, the the acid on my lips told me to stop.  I plan on buying MUCH more of this product in the future.  It works and is fantastic!"
70,B001LXYA5Q,4,1304380800,"It was crazy, it made things taste super sweet, some things not at all though. However, this deliverer was extremely reliable and i receiver my package a day EARLY. A first for me with Amazon!"
